model,input_tokens,output_tokens,cost_usd,timestamp
deepseek-chat,255,110,0.0,2026-05-17T01:29:33.715013+00:00
MiniMax-M2.7-highspeed,1584,679,0.005227,2026-05-17T01:29:44.073764+00:00
MiniMax-M2.7-highspeed,5916,2536,0.020226,2026-05-17T01:33:32.970403+00:00
MiniMax-M2.7-highspeed,1633,701,0.002057,2026-05-17T01:46:53.487724+00:00
llama-3.3-70b-versatile,350,150,0.0,2026-05-17T01:48:35.838372+00:00
MiniMax-M2.7-highspeed,1591,682,0.005232,2026-05-17T01:49:12.671746+00:00
deepseek-chat,599,257,0.0,2026-05-17T01:49:18.541893+00:00
deepseek-chat,192,83,0.0,2026-05-17T01:51:13.627392+00:00
MiniMax-M2.7-highspeed,970,416,0.003057,2026-05-17T01:51:34.665993+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,861,370,0.0,2026-05-17T01:52:58.077206+00:00
MiniMax-M2.7-highspeed,640,275,0.001241,2026-05-17T01:59:53.821354+00:00
llama-3.3-70b-versatile,441,189,0.0,2026-05-17T02:01:13.721268+00:00
MiniMax-M2.7-highspeed,494,212,0.001205,2026-05-17T02:01:21.290657+00:00
deepseek-chat,381,164,0.0,2026-05-17T02:01:24.341399+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,582,250,0.0,2026-05-17T02:02:25.381644+00:00
deepseek-chat,261,112,0.0,2026-05-17T02:02:34.497432+00:00
MiniMax-M2.7-highspeed,891,382,0.002612,2026-05-17T02:02:44.911617+00:00
MiniMax-M2.7-highspeed,984,422,0.003133,2026-05-17T02:02:52.123503+00:00
deepseek-chat,744,319,0.0,2026-05-17T02:03:02.731509+00:00
nvidia/nemotron-3-super-120b-a12b-20230311:free,942,404,0.0,2026-05-17T02:16:22.182917+00:00
MiniMax-M2.7-highspeed,1206,518,0.001996,2026-05-17T02:17:04.596847+00:00
